send;queue;id_1;id_2;rec
1586860917562;19;0;2;1586860734.38
1586860917739;19;0;3;1586860734.4
1586860917338;19;0;4;1586860734.41
1586860900152;19;0;2;1586860737.36
1586860900615;19;0;3;1586860737.38
1586860899790;18;0;4;1586860737.4
1586860837303;19;0;2;1586860740.32
1586860837108;19;0;4;1586860740.34
1586860837606;18;0;3;1586860740.37
1586860795129;18;0;3;1586860743.28
1586860794433;18;0;2;1586860743.6
1586860793601;18;0;4;1586860743.62
1586861692181;19;0;2;1586860746.16
1586861692523;19;0;3;1586860746.18
1586861691738;19;0;4;1586860746.19
1586860783877;19;0;2;1586860749.29
1586860784305;19;0;3;1586860749.31
1586860783440;19;0;4;1586860749.33
1586860982002;18;0;2;1586860752.5
1586860982237;19;0;3;1586860752.52
1586860981701;19;0;4;1586860752.54
1586861130128;19;0;2;1586860755.65
1586861129634;18;0;4;1586860755.67
1586861130500;18;0;3;1586860755.69
1586861240390;18;0;3;1586860758.77
1586861239561;18;0;2;1586860759.06
1586861238679;18;0;4;1586860759.08
1586861288716;19;0;2;1586860761.78
1586861288279;19;0;4;1586860761.8
1586861289102;18;0;3;1586860761.82
1586861340643;18;0;2;1586860763.87
1586861341146;19;0;3;1586860763.89
1586861340072;19;0;4;1586860763.91
1586861491906;19;0;2;1586860767.08
1586861492074;19;0;3;1586860767.11
1586861491651;19;0;4;1586860767.13
1586861630756;19;0;3;1586860769.88
1586861630392;19;0;2;1586860770.25
1586861629874;18;0;4;1586860770.28
1586860787969;18;0;3;1586860773.1
1586860786481;18;0;2;1586860773.42
1586860785300;18;0;4;1586860773.44
1586860918290;19;0;2;1586860776.2
1586860919045;19;0;3;1586860776.21
1586860917749;19;0;4;1586860776.23
1586860979413;19;0;2;1586860779.27
1586860980070;19;0;3;1586860779.3
1586860978792;18;0;4;1586860779.32
1586861243653;19;0;2;1586860782.55
1586861244976;19;0;3;1586860782.57
1586861244186;19;0;4;1586860782.6
1586861533892;19;0;2;1586860785.84
1586861534285;19;0;3;1586860785.86
1586861533351;19;0;4;1586860785.89
1586861758087;18;0;3;1586860789.12
1586861758570;18;0;2;1586860789.46
1586861759040;17;0;4;1586860789.48
1586860954958;19;0;2;1586860792.29
1586860954516;19;0;3;1586860792.31
1586860955494;19;0;4;1586860792.32
1586861110779;19;0;2;1586860795.46
1586861110360;19;0;3;1586860795.47
1586861111174;18;0;4;1586860795.49
1586861051483;19;0;2;1586860798.41
1586861051208;19;0;3;1586860798.43
1586861051653;19;0;4;1586860798.45
1586861273165;19;0;2;1586860801.62
1586861272486;19;0;3;1586860801.64
1586861273590;19;0;4;1586860801.66
1586861372000;18;0;3;1586860804.74
1586861373371;18;0;2;1586860805.04
1586861374342;18;0;4;1586860805.06
1586861577075;19;0;2;1586860807.96
1586861576871;19;0;3;1586860807.98
1586861577289;19;0;4;1586860808.0
1586861658605;19;0;2;1586860811.04
1586861658379;19;0;3;1586860811.06
1586861658872;19;0;4;1586860811.07
1586861788880;19;0;2;1586860814.15
1586861789084;19;0;4;1586860814.17
1586861788671;17;0;3;1586860814.19
1586860852355;19;0;2;1586860817.24
1586860852147;18;0;3;1586860817.28
1586860852539;19;0;4;1586860817.62
1586860844268;18;0;3;1586860820.27
1586860844847;17;0;2;1586860820.45
1586860845457;18;0;4;1586860820.47
1586861038494;19;0;2;1586860822.46
1586861038036;18;0;3;1586860822.48
1586861038894;19;0;4;1586860822.51
1586861134606;19;0;2;1586860825.57
1586861134136;19;0;3;1586860825.59
1586861134959;18;0;4;1586860825.6
1586861305422;18;0;2;1586860828.76
1586861304929;19;0;3;1586860828.78
1586861305860;19;0;4;1586860828.79
1586861496450;18;0;2;1586860831.94
1586861495713;19;0;3;1586860831.95
1586861497105;19;0;4;1586860831.98
1586861642046;18;0;3;1586860835.12
1586861642493;18;0;2;1586860835.37
1586861642859;18;0;4;1586860835.39
1586860999624;19;0;2;1586860837.29
1586860999768;19;0;4;1586860837.31
1586860999453;18;0;3;1586860837.33
1586861481888;17;0;2;1586860839.96
1586861481529;19;0;3;1586860839.98
1586861482266;18;0;4;1586860840.0
1586861146035;19;0;2;1586860842.5
1586861145635;19;0;3;1586860842.52
1586861146427;19;0;4;1586860842.53
1586860967725;19;0;3;1586860845.15
1586860968212;19;0;2;1586860845.48
1586860968668;19;0;4;1586860845.5
1586861055399;18;0;3;1586860848.27
1586861056222;18;0;2;1586860848.41
1586861056673;18;0;4;1586860848.42
1586860866466;19;0;2;1586860851.05
1586860866087;19;0;3;1586860851.07
1586860866657;18;0;4;1586860851.08
1586860880540;19;0;2;1586860854.06
1586860880201;19;0;3;1586860854.08
1586860880710;19;0;4;1586860854.09
1586860872435;19;0;2;1586860857.09
1586860871300;19;0;3;1586860857.1
1586860873005;19;0;4;1586860857.12
1586861311515;19;0;2;1586860859.53
1586861311157;19;0;3;1586860859.54
1586861311829;19;0;4;1586860859.57
1586861340627;18;0;3;1586860862.57
1586861340293;18;0;2;1586860862.77
1586861339944;18;0;4;1586860862.8
1586861090467;19;0;2;1586860865.31
1586861090195;18;0;4;1586860865.33
1586861090722;17;0;3;1586860865.35
1586861131507;19;0;2;1586860868.42
1586861131938;18;0;3;1586860868.44
1586861131083;19;0;4;1586860868.46
1586861297946;19;0;2;1586860871.57
1586861297412;19;0;4;1586860871.59
1586861298505;18;0;3;1586860871.61
1586861450378;19;0;2;1586860874.69
1586861450918;19;0;3;1586860874.71
1586861450075;19;0;4;1586860874.73
1586861568212;18;0;3;1586860877.92
1586861567208;17;0;2;1586860878.26
1586861566128;18;0;4;1586860878.28
1586861815054;19;0;2;1586860881.09
1586861815531;19;0;3;1586860881.11
1586861814591;18;0;4;1586860881.12
1586861683496;19;0;2;1586860883.99
1586861683981;19;0;3;1586860884.01
1586861683036;19;0;4;1586860884.03
1586861196336;18;0;2;1586860886.43
1586861196559;19;0;3;1586860886.45
1586861196087;19;0;4;1586860886.46
1586860950005;19;0;2;1586860888.16
1586860949828;19;0;3;1586860888.18
1586860950171;19;0;4;1586860888.19
1586861738211;18;0;3;1586860891.1
1586861737370;18;0;2;1586860891.37
1586861736513;18;0;4;1586860891.4
1586861755835;19;0;2;1586860894.11
1586861756126;19;0;3;1586860894.12
1586861755526;19;0;4;1586860894.14
1586861311626;19;0;2;1586860896.66
1586861311811;19;0;3;1586860896.68
1586861311419;19;0;4;1586860896.71
1586861214009;19;0;2;1586860899.56
1586861212185;19;0;4;1586860899.58
1586861214414;18;0;3;1586860899.59
1586861763666;19;0;2;1586860901.98
1586861763792;19;0;3;1586860902.0
1586861763474;19;0;4;1586860902.02
1586861638992;18;0;3;1586860905.04
1586861638486;18;0;2;1586860905.42
1586861637798;18;0;4;1586860905.43
1586861801052;19;0;2;1586860908.15
1586861801396;19;0;3;1586860908.17
1586861800712;19;0;4;1586860908.19
1586861779073;19;0;2;1586860911.2
1586861779308;19;0;3;1586860911.22
1586861778756;19;0;4;1586860911.24
1586861597230;19;0;2;1586860913.87
1586861597512;19;0;3;1586860913.89
1586861596898;18;0;4;1586860913.92
1586861159999;18;0;2;1586860916.62
1586861160309;19;0;3;1586860916.65
1586861159542;19;0;4;1586860916.67
1586861432834;18;0;3;1586860919.6
1586861431612;18;0;2;1586860919.89
1586861430642;18;0;4;1586860919.91
1586861407662;19;0;2;1586860922.53
1586861408483;19;0;3;1586860922.56
1586861407162;19;0;4;1586860922.57
1586861607708;19;0;2;1586860925.73
1586861608494;19;0;3;1586860925.75
1586861607052;19;0;4;1586860925.77
1586861736891;19;0;2;1586860928.88
1586861737435;19;0;3;1586860928.9
1586861736388;19;0;4;1586860928.93
1586860968543;19;0;2;1586860932.12
1586860969099;19;0;3;1586860932.14
1586860968073;19;0;4;1586860932.16
1586861148122;18;0;3;1586860935.35
1586861149338;17;0;2;1586860935.7
1586861150371;18;0;4;1586860935.72
1586861530198;19;0;2;1586860938.68
1586861529675;19;0;3;1586860938.71
1586861530741;19;0;4;1586860938.72
1586861750922;19;0;2;1586860941.94
1586861750359;19;0;3;1586860941.96
1586861751417;19;0;4;1586860941.98
1586861886384;18;0;2;1586860945.1
1586861886059;19;0;3;1586860945.12
1586861886837;19;0;4;1586860945.14
1586861124838;19;0;2;1586860948.31
1586861124471;19;0;3;1586860948.34
1586861125144;19;0;4;1586860948.36
1586861285917;18;0;3;1586860951.55
1586861286899;18;0;2;1586860951.88
1586861287882;18;0;4;1586860951.89
1586861472644;19;0;2;1586860954.67
1586861472348;19;0;3;1586860954.7
1586861472927;19;0;4;1586860954.72
1586861598229;19;0;2;1586860957.82
1586861597788;19;0;3;1586860957.84
1586861598654;19;0;4;1586860957.86
1586861693943;19;0;2;1586860960.94
1586861693509;19;0;3;1586860960.96
1586861694425;19;0;4;1586860960.98
1586861893895;19;0;2;1586860964.11
1586861893519;18;0;3;1586860964.13
1586861894309;19;0;4;1586860964.16
1586861034303;18;0;3;1586860967.35
1586861035267;18;0;2;1586860967.67
1586861036550;18;0;4;1586860967.69
1586861217552;19;0;2;1586860970.47
1586861217135;19;0;3;1586860970.49
1586861217882;19;0;4;1586860970.51
1586861359774;18;0;2;1586860973.66
1586861359250;19;0;3;1586860973.68
1586861360271;19;0;4;1586860973.7
1586861622550;19;0;2;1586860976.88
1586861623031;19;0;3;1586860976.9
1586861622171;19;0;4;1586860976.92
1586861899640;19;0;2;1586860980.19
1586861899387;19;0;3;1586860980.21
1586861899864;19;0;4;1586860980.23
1586861105232;18;0;3;1586860983.47
1586861106130;18;0;2;1586860983.79
1586861107175;17;0;4;1586860983.81
1586861191190;19;0;2;1586860986.53
1586861191618;19;0;4;1586860986.55
1586861190880;18;0;3;1586860986.56
1586861418836;18;0;2;1586860989.74
1586861418483;19;0;3;1586860989.76
1586861419179;18;0;4;1586860989.78
1586861621277;19;0;2;1586860992.92
1586861620941;19;0;3;1586860992.94
1586861621699;19;0;4;1586860992.96
1586861739145;19;0;2;1586860996.04
1586861738700;19;0;3;1586860996.06
1586861739587;19;0;4;1586860996.08
1586861979866;17;0;3;1586860999.06
1586861980715;18;0;2;1586860999.47
1586861981354;18;0;4;1586860999.49
1586861308443;19;0;2;1586861002.36
1586861307974;19;0;3;1586861002.39
1586861308992;19;0;4;1586861002.41
1586861497572;19;0;2;1586861005.52
1586861497253;19;0;3;1586861005.54
1586861497772;19;0;4;1586861005.55
1586861721255;18;0;2;1586861008.75
1586861720793;19;0;3;1586861008.77
1586861721492;18;0;4;1586861008.79
1586861815274;19;0;2;1586861011.87
1586861814870;19;0;3;1586861011.89
1586861815130;19;0;4;1586861011.92
1586862000670;18;0;3;1586861015.12
1586861999921;18;0;2;1586861015.43
1586861999107;18;0;4;1586861015.45
1586861984677;19;0;2;1586861018.04
1586861985109;19;0;3;1586861018.06
1586861984333;19;0;4;1586861018.08
1586861830975;19;0;2;1586861020.92
1586861831137;19;0;3;1586861020.94
1586861830671;19;0;4;1586861020.96
1586861740540;19;0;2;1586861023.84
1586861740179;18;0;4;1586861023.86
1586861740885;18;0;3;1586861023.88
1586861406069;18;0;2;1586861026.48
1586861406284;19;0;3;1586861026.51
