rec;send;queue;id_1;id_2;my_id
1587117020121;1587117020037;19;0;3;157
1587117020191;1587117020036;19;0;5;150
1587117020214;1587117020037;19;0;4;156
1587117020238;1587117020037;19;0;2;158
1587117020560;1587117020462;19;0;3;158
1587117020610;1587117020462;19;0;5;151
1587117020644;1587117020463;19;0;4;157
1587117020669;1587117020462;18;0;2;159
1587117021038;1587117020933;19;0;3;159
1587117021101;1587117020932;19;0;2;160
1587117021131;1587117020932;19;0;4;158
1587117021157;1587117020931;18;0;5;152
1587117021484;1587117021383;18;0;3;160
1587117021535;1587117021383;19;0;2;161
1587117021559;1587117021384;19;0;4;159
1587117021584;1587117021383;18;0;5;153
1587117021939;1587117021843;18;0;3;161
1587117022003;1587117021842;19;0;2;162
1587117022027;1587117021842;19;0;4;160
1587117022053;1587117021843;18;0;5;154
1587117022391;1587117022294;18;0;3;162
1587117022437;1587117022293;19;0;5;155
1587117022460;1587117022294;18;0;4;161
1587117022483;1587117022294;18;0;2;163
1587117022857;1587117022734;19;0;3;163
1587117022876;1587117022735;19;0;5;156
1587117022907;1587117022733;19;0;4;162
1587117022929;1587117022734;19;0;2;164
1587117023311;1587117023178;19;0;3;164
1587117023353;1587117023177;19;0;5;157
1587117023379;1587117023178;19;0;4;163
1587117023404;1587117023178;18;0;2;165
1587117023821;1587117023681;19;0;3;165
1587117023874;1587117023681;19;0;5;158
1587117023897;1587117023681;19;0;4;164
1587117023919;1587117023681;19;0;2;166
1587117024267;1587117024153;18;0;3;166
1587117024300;1587117024153;19;0;5;159
1587117024321;1587117024153;19;0;4;165
1587117024348;1587117024153;19;0;2;167
1587117024642;1587117024534;19;0;3;167
