rec;send;queue;id_1;id_2
1586966114662;1586966113167;19;0;5
1586966115068;1586966113169;19;0;6
1586966115939;1586966113169;19;0;10
1586966116342;1586966113168;19;0;11
1586966117391;1586966113169;19;0;8
1586966120072;1586966113167;19;0;9
1586966120550;1586966113168;19;0;11
1586966126588;1586966126333;19;0;4
1586966126630;1586966126334;8;0;2
1586966126730;1586966126334;6;0;7
1586966127599;1586966126331;19;0;5
1586966128048;1586966126333;19;0;6
1586966128189;1586966126331;19;0;11
1586966129068;1586966126332;19;0;10
1586966130443;1586966126332;19;0;8
1586966131783;1586966126331;19;0;9
1586966139984;1586966139910;19;0;5
1586966140372;1586966139913;19;0;4
1586966140436;1586966139914;6;0;2
1586966140620;1586966139915;6;0;7
1586966141551;1586966139910;19;0;9
1586966141959;1586966139913;19;0;6
1586966142135;1586966139911;19;0;11
1586966142928;1586966139912;19;0;10
1586966143405;1586966139911;19;0;11
1586966144447;1586966139912;19;0;8
1586966153860;1586966152153;18;0;4
1586966154824;1586966152151;18;0;10
1586966155979;1586966152148;18;0;9
1586966159563;1586966152152;18;0;8
1586966160781;1586966152148;18;0;5
1586966164831;1586966164649;19;0;5
1586966165198;1586966164652;19;0;4
1586966165271;1586966164654;3;0;2
1586966166358;1586966164649;19;0;9
1586966168577;1586966164651;19;0;10
1586966170020;1586966164651;19;0;8
1586966176369;1586966176218;19;0;5
1586966176741;1586966176218;19;0;4
1586966176797;1586966176219;3;0;2
1586966177819;1586966176218;19;0;10
1586966178234;1586966176218;19;0;4
1586966179210;1586966176218;19;0;8
1586966180616;1586966176217;19;0;9
1586966188775;1586966188501;19;0;5
1586966189095;1586966188500;19;0;4
1586966189127;1586966188503;3;0;2
1586966189892;1586966188499;19;0;10
1586966191253;1586966188500;19;0;8
1586966192703;1586966188498;19;0;9
1586966201909;1586966201606;19;0;5
1586966202075;1586966201607;3;0;2
1586966202907;1586966201606;19;0;10
1586966204175;1586966201606;19;0;8
1586966204561;1586966201606;19;0;4
1586966205619;1586966201605;19;0;9
1586966215028;1586966212284;18;0;10
1586966216263;1586966212282;18;0;9
1586966217872;1586966212286;18;0;4
1586966218783;1586966212285;18;0;8
1586966219161;1586966212286;18;0;4
1586966220092;1586966212286;18;0;5
1586966224133;1586966223723;18;0;5
1586966224512;1586966223722;19;0;4
1586966224560;1586966223724;4;0;2
1586966225619;1586966223721;19;0;10
1586966226006;1586966223722;19;0;4
1586966226736;1586966223722;19;0;8
1586966228161;1586966223724;19;0;9
1586966236285;1586966235955;19;0;5
1586966236566;1586966235955;19;0;4
1586966236633;1586966235956;4;0;2
1586966237722;1586966235954;19;0;10
1586966239008;1586966235954;19;0;8
1586966240143;1586966235956;19;0;9
1586966249288;1586966248454;19;0;4
1586966249354;1586966248456;4;0;2
1586966250408;1586966248452;19;0;10
1586966251801;1586966248453;19;0;8
1586966253281;1586966248455;18;0;5
1586966254659;1586966248457;19;0;9
1586966261829;1586966261246;19;0;5
1586966262197;1586966261246;19;0;4
1586966262256;1586966261247;4;0;2
1586966263247;1586966261245;19;0;10
1586966264633;1586966261245;19;0;8
1586966265050;1586966261246;19;0;4
1586966266098;1586966261247;19;0;9
1586966276297;1586966274691;18;0;4
1586966277079;1586966274690;18;0;10
1586966278488;1586966274693;18;0;9
1586966280891;1586966274691;18;0;8
1586966283552;1586966274692;18;0;5
1586966287784;1586966287051;19;0;5
1586966288176;1586966287051;19;0;4
1586966288231;1586966287053;3;0;2
1586966289266;1586966287050;19;0;10
1586966290229;1586966287050;19;0;8
1586966291503;1586966287053;19;0;9
1586966300819;1586966300066;19;0;5
1586966301244;1586966300067;3;0;2
1586966302655;1586966300065;19;0;4
1586966303704;1586966300064;19;0;8
1586966305163;1586966300063;19;0;10
1586966305535;1586966300065;19;0;4
1586966307988;1586966300068;19;0;9
1586966313553;1586966312820;19;0;5
1586966313908;1586966312820;19;0;4
1586966313967;1586966312821;3;0;2
1586966314944;1586966312819;19;0;10
1586966316299;1586966312820;19;0;8
1586966317704;1586966312822;19;0;9
1586966327480;1586966326592;19;0;5
1586966327843;1586966326591;19;0;4
1586966327920;1586966326594;3;0;2
1586966328964;1586966326590;19;0;10
1586966329411;1586966326591;19;0;4
1586966330372;1586966326591;19;0;8
1586966331839;1586966326595;19;0;9
1586966342806;1586966340380;18;0;10
1586966344337;1586966340389;18;0;9
1586966344748;1586966340384;18;0;4
1586966350133;1586966340381;18;0;8
15
