rec;send;queue;id_1;id_2;packet_id
1587281760559;1587281760312;17;0;9;34
1587281761131;1587281760311;18;0;5;43
1587281761234;1587281760312;17;0;3;49
1587281761324;1587281761277;17;0;2;197
1587281761446;1587281761277;3;0;10;33
1587281761532;1587281761277;17;0;9;35
1587281762130;1587281761278;18;0;5;44
1587281762207;1587281761278;17;0;3;50
1587281762306;1587281762251;17;0;2;198
1587281762425;1587281762250;3;0;10;34
1587281762479;1587281762249;17;0;9;36
1587281763132;1587281762248;18;0;5;45
1587281763208;1587281762249;17;0;3;51
1587281763302;1587281763237;17;0;2;199
1587281763415;1587281763238;3;0;10;35
1587281763478;1587281763238;17;0;9;37
1587281764090;1587281763239;18;0;5;46
1587281764166;1587281763238;17;0;3;52
1587281764236;1587281764187;17;0;2;200
1587281764372;1587281764187;3;0;10;36
1587281764428;1587281764186;17;0;9;38
1587281764988;1587281764186;18;0;5;47
1587281765050;1587281764186;17;0;3;53
1587281765148;1587281765076;17;0;2;201
1587281765285;1587281765076;3;0;10;37
1587281765372;1587281765077;17;0;9;39
1587281765942;1587281765077;18;0;5;48
1587281766004;1587281765077;17;0;3;54
1587281766097;1587281766014;17;0;2;202
1587281766248;1587281766014;3;0;10;38
1587281766325;1587281766013;17;0;9;40
1587281766891;1587281766013;18;0;5;49
1587281766966;1587281766013;17;0;3;55
1587281767047;1587281757578;17;0;3;46
1587281767185;1587281766946;3;0;10;39
1587281767260;1587281766947;17;0;9;41
1587281767834;1587281766949;18;0;5;50
1587281767903;1587281766947;17;0;3;56
1587281767976;1587281767873;15;0;2;204
1587281768092;1587281767874;3;0;10;40
1587281768165;1587281767874;17;0;9;42
1587281768710;1587281767872;18;0;5;51
1587281768753;1587281767873;17;0;3;57
1587281768851;1587281768734;15;0;2;205
1587281768978;1587281768733;3;0;10;41
1587281769045;1587281768734;17;0;9;43
1587281769615;1587281768734;18;0;5;52
1587281769682;1587281768734;17;0;3;58
1587281769776;1587281769644;15;0;2;206
1587281769918;1587281769645;3;0;10;42
1587281770003;1587281769644;17;0;9;44
1587281770551;1587281769643;18;0;5;53
1587281770621;1587281769644;17;0;3;59
1587281770706;1587281770573;15;0;2;207
1587281770850;1587281770573;3;0;10;43
1587281770930;1587281770573;17;0;9;45
1587281771481;1587281770574;18;0;5;54
1587281771557;1587281770573;17;0;3;60
1587281771628;1587281771501;15;0;2;208
1587281771756;1587281771502;3;0;10;44
1587281771838;1587281771502;17;0;9;46
1587281772425;1587281771501;18;0;5;55
1587281772513;1587281771502;17;0;3;61
1587281772607;1587281772443;15;0;2;209
1587281772735;1587281772443;3;0;10;45
1587281772818;1587281772443;17;0;9;47
1587281773404;1587281772444;17;0;5;56
1587281773464;1587281772443;17;0;3;62
1587281773562;1587281773373;15;0;2;210
1587281773696;1587281773375;3;0;10;46
1587281773770;1587281773374;17;0;9;48
1587281774395;1587281774357;16;0;5;58
1587281774457;1587281773374;17;0;3;63
1587281774559;1587281774357;15;0;2;211
1587281774677;1587281774356;3;0;10;47
1587281774758;1587281774357;17;0;9;49
1587281775337;1587281775285;16;0;5;59
1587281775405;1587281774357;17;0;3;64
1587281775480;1587281775285;15;0;2;212
1587281775622;1587281775286;3;0;10;48
1587281775690;1587281775286;17;0;9;50
1587281776308;1587281776263;16;0;5;60
1587281776397;1587281775286;17;0;3;65
1587281776488;1587281776263;15;0;2;213
1587281776597;1587281776262;3;0;10;49
1587281776678;1587281776262;17;0;9;51
1587281777211;1587281777162;16;0;5;61
1587281777278;1587281776262;17;0;3;66
