rec;send;queue;id_1;id_2;mes_id
1587114546998;1587114546165;18;0;2;149
1587114547025;1587114546165;18;0;3;149
1587114547056;1587114546164;18;0;4;148
1587114550528;1587114550189;19;0;2;150
1587114550555;1587114550189;19;0;5;145
1587114550595;1587114550188;19;0;4;149
1587114550620;1587114550189;19;0;3;150
1587114554447;1587114554030;19;0;2;151
1587114554485;1587114554031;18;0;5;146
1587114554509;1587114554031;19;0;3;151
1587114554928;1587114554030;19;0;4;150
1587114557857;1587114557503;19;0;2;152
1587114557873;1587114557504;18;0;5;147
1587114557896;1587114557503;19;0;4;151
1587114557912;1587114557504;19;0;3;152
1587114561508;1587114561487;18;0;5;148
1587114561544;1587114561486;19;0;4;152
1587114561567;1587114561486;19;0;4;152
1587114561946;1587114561486;19;0;2;153
1587114561965;1587114561487;19;0;3;153
1587114565336;1587114565222;17;0;5;149
1587114565610;1587114565220;18;0;2;154
1587114565687;1587114565221;18;0;3;154
1587114566048;1587114565219;18;0;4;153
1587114568724;1587114568682;19;0;2;155
1587114568776;1587114568683;18;0;5;150
1587114569117;1587114568682;19;0;3;155
1587114569145;1587114568682;19;0;4;154
1587114572309;1587114572253;19;0;2;156
1587114572332;1587114572254;18;0;5;151
1587114572366;1587114572253;19;0;4;155
1587114572636;1587114572253;19;0;4;155
1587114572656;1587114572253;19;0;3;156
1587114575495;1587114575368;19;0;2;157
1587114575508;1587114575368;18;0;5;152
1587114575530;1587114575369;19;0;4;156
1587114575823;1587114575369;18;0;3;157
1587114578740;1587114578696;19;0;2;158
1587114578759;1587114578696;18;0;5;153
1587114578787;1587114578696;18;0;5;153
1587114579173;1587114578696;19;0;3;158
1587114579225;1587114578696;19;0;4;157
