rec;send;queue;id_1;id_2
1586865266603;1586865266436;18;0;3
1586865266891;1586865266435;18;0;2
1586865266905;1586865266434;18;0;4
1586865269623;1586865269504;19;0;2
1586865269642;1586865269502;19;0;4
1586865269664;1586865269504;18;0;3
1586865272754;1586865272645;18;0;2
1586865272769;1586865272645;19;0;3
1586865272788;1586865272644;18;0;4
1586865275808;1586865275675;19;0;2
1586865275828;1586865275676;19;0;3
1586865275850;1586865275675;19;0;4
1586865279001;1586865278873;19;0;2
1586865279024;1586865278874;19;0;3
1586865279048;1586865278873;19;0;4
1586865282217;1586865281978;18;0;3
1586865282537;1586865281978;18;0;2
1586865282554;1586865281977;17;0;4
1586865285364;1586865285121;19;0;2
1586865285386;1586865285121;19;0;4
1586865285422;1586865285122;18;0;3
1586865288474;1586865288242;18;0;2
1586865288500;1586865288242;19;0;4
1586865288520;1586865288243;18;0;3
1586865291674;1586865291456;19;0;2
1586865291692;1586865291456;19;0;3
1586865291712;1586865291455;19;0;4
1586865294796;1586865294530;19;0;2
1586865294819;1586865294530;19;0;3
1586865294841;1586865294530;19;0;4
1586865298373;1586865297748;18;0;2
1586865298388;1586865297747;17;0;4
1586865298770;1586865297749;16;0;3
1586865301045;1586865300805;18;0;2
1586865301062;1586865300806;19;0;3
1586865301077;1586865300805;19;0;4
1586865304123;1586865303914;19;0;2
1586865304140;1586865303915;19;0;3
1586865304159;1586865303914;19;0;4
1586865307109;1586865306873;19;0;2
1586865307139;1586865306873;19;0;3
1586865307167;1586865306872;19;0;4
1586865310338;1586865310029;19;0;2
1586865310358;1586865310029;19;0;3
1586865310380;1586865310028;18;0;4
1586865313505;1586865313185;18;0;3
1586865313867;1586865313183;16;0;4
1586865314220;1586865313184;17;0;2
1586865316635;1586865316293;19;0;2
1586865316662;1586865316293;19;0;4
1586865316686;1586865316294;18;0;3
1586865319706;1586865319383;19;0;2
1586865319729;1586865319383;19;0;3
1586865319755;1586865319383;19;0;4
1586865322366;1586865322348;19;0;3
1586865322702;1586865322348;19;0;2
1586865322724;1586865322347;19;0;4
1586865325440;1586865325406;19;0;2
1586865325461;1586865325407;19;0;3
1586865325775;1586865325406;18;0;4
1586865328532;1586865328431;18;0;3
1586865328878;1586865328430;18;0;2
1586865328894;1586865328429;18;0;4
1586865331726;1586865331678;19;0;2
1586865331745;1586865331679;19;0;3
1586865331766;1586865331677;19;0;4
1586865334873;1586865334819;19;0;2
1586865334894;1586865334820;19;0;3
1586865334924;1586865334819;19;0;4
1586865338085;1586865337974;19;0;2
1586865338107;1586865337974;19;0;3
1586865338131;1586865337973;19;0;4
1586865341287;1586865341168;19;0;2
1586865341316;1586865341168;19;0;3
1586865341337;1586865341169;18;0;4
1586865344510;1586865344334;18;0;3
1586865344825;1586865344336;18;0;2
1586865344847;1586865344337;18;0;4
1586865347672;1586865347560;19;0;2
1586865347697;1586865347560;19;0;3
1586865347717;1586865347560;18;0;4
1586865350741;1586865350624;19;0;2
1586865350756;1586865350623;19;0;3
1586865350778;1586865350624;19;0;4
1586865353914;1586865353778;19;0;2
1586865353933;1586865353777;19;0;3
1586865353954;1586865353780;19;0;4
1586865357137;1586865356965;19;0;2
1586865357153;1586865356965;19;0;3
1586865357171;1586865356965;18;0;4
1586865359952;1586865359814;18;0;3
1586865360220;1586865359814;18;0;2
1586865360240;1586865359814;17;0;4
1586865362981;1586865362790;19;0;2
1586865363007;1586865362790;19;0;3
1586865363027;1586865362791;19;0;4
1586865366074;1586865365870;18;0;2
1586865366098;1586865365870;18;0;4
1586865366125;1586865365870;17;0;3
1586865369190;1586865368970;19;0;2
1586865369205;1586865368971;19;0;4
1586865369221;1586865368970;18;0;3
1586865372271;1586865372049;19;0;2
1586865372286;1586865372049;19;0;3
1586865372305;1586865372049;18;0;4
1586865375385;1586865375098;18;0;3
1586865375685;1586865375101;17;0;4
1586865375995;1586865375099;18;0;2
1586865378337;1586865378088;19;0;2
1586865378360;1586865378087;19;0;3
1586865378381;1586865378088;19;0;4
1586865381408;1586865381146;19;0;2
1586865381427;1586865381146;19;0;3
1586865381442;1586865381147;19;0;4
1586865384543;1586865384223;19;0;2
1586865384565;1586865384223;19;0;4
1586865384581;1586865384222;18;0;3
1586865387631;1586865387343;19;0;2
1586865387654;1586865387342;19;0;3
1586865387676;1586865387343;19;0;4
1586865391174;1586865390435;18;0;2
1586865391196;1586865390436;18;0;4
1586865391233;1586865390434;17;0;3
1586865393936;1586865393585;19;0;2
1586865393956;1586865393584;19;0;3
1586865393972;1586865393585;19;0;4
1586865397098;1586865396809;19;0;2
1586865397118;1586865396809;19;0;3
1586865397137;1586865396810;19;0;4
1586865399885;1586865399862;19;0;3
1586865400185;1586865399862;19;0;2
1586865400208;1586865399863;19;0;4
1586865402961;1586865402921;19;0;2
1586865402984;1586865402921;19;0;3
1586865403001;1586865402921;19;0;4
1586865406156;1586865406051;18;0;3
1586865406423;1586865406053;18;0;2
1586865406440;1586865406054;18;0;4
1586865409254;1586865409209;19;0;2
1586865409278;1586865409208;19;0;3
1586865409294;1586865409209;19;0;4
1586865412444;1586865412399;19;0;2
1586865412458;1586865412399;19;0;3
1586865412475;1586865412399;19;0;4
1586865415209;1586865415163;19;0;2
1586865415224;1586865415163;19;0;3
1586865415239;1586865415163;19;0;4
1586865417380;1586865417275;19;0;2
1586865417399;1586865417275;19;0;3
1586865417417;1586865417274;19;0;4
1586865419039;1586865418950;18;0;3
1586865419227;1586865418949;17;0;2
1586865419253;1586865418949;18;0;4
1586865420859;1586865420796;18;0;2
1586865420873;1586865420796;19;0;3
1586865420888;1586865420796;18;0;4
1586865422650;1586865422579;19;0;2
1586865422669;1586865422580;19;0;3
1586865422857;1586865422579;18;0;4
1586865424259;1586865424170;19;0;2
1586865424276;1586865424170;19;0;3
1586865424291;1586865424170;18;0;4
1586865425956;1586865425865;19;0;2
1586865425973;1586865425866;19;0;3
1586865425988;1586865425865;19;0;4
1586865427782;1586865427456;17;0;2
1586865427795;1586865427456;18;0;4
1586865427811;1586865427457;17;0;3
1586865429258;1586865429164;18;0;2
1586865429272;1586865429164;19;0;3
1586865429288;1586865429164;19;0;4
1586865431007;1586865430898;19;0;2
1586865431026;1586865430898;19;0;4
1586865431040;1586865430898;18;0;3
1586865432599;1586865432492;19;0;2
1586865432620;1586865432493;19;0;3
1586865432635;1586865432492;19;0;4
1586865434240;1586865434135;19;0;2
1586865434254;1586865434136;19;0;3
1586865434270;1586865434135;19;0;4
1586865435890;1586865435744;18;0;3
1586865436075;1586865435743;18;0;2
1586865436096;1586865435743;18;0;4
1586865437577;1586865437465;19;0;2
1586865437597;1586865437465;19;0;3
1586865437621;1586865437465;19;0;4
1586865439238;1586865439119;19;0;2
1586865439257;1586865439119;19;0;4
1586865439274;1586865439119;18;0;3
1586865442160;1586865441892;19;0;2
1586865442182;1586865441892;19;0;3
1586865442204;1586865441890;18;0;4
1586865445349;1586865445097;19;0;2
1586865445366;1586865445097;19;0;3
1586865445388;1586865445096;19;0;4
1586865448390;1586865448051;18;0;3
1586865448727;1586865448050;18;0;2
1586865448743;1586865448049;18;0;4
1586865451475;1586865451154;19;0;2
1586865451491;1586865451155;19;0;3
1586865451508;1586865451154;19;0;4
1586865454633;1586865454313;19;0;2
1586865454654;1586865454313;19;0;4
1586865454675;1586865454314;18;0;3
1586865457821;1586865457444;19;0;2
1586865457844;1586865457444;19;0;3
1586865457865;1586865457443;19;0;4
1586865460682;1586865460640;19;0;2
1586865460698;1586865460640;19;0;3
1586865460723;1586865460639;19;0;4
1586865463836;1586865463767;18;0;3
1586865464216;1586865463766;18;0;2
1586865464235;1586865463766;18;0;4
1586865466840;1586865466794;19;0;2
1586865466855;1586865466795;19;0;3
1586865466870;1586865466794;19;0;4
1586865469682;1586865469638;19;0;2
1586865469705;1586865469638;19;0;3
1586865469725;1586865469637;19;0;4
1586865472307;1586865472264;19;0;2
1586865472323;1586865472264;19;0;3
1586865472345;1586865472264;19;0;4
1586865474227;1586865474180;19;0;2
1586865474242;1586865474179;19;0;3
1586865474257;1586865474180;18;0;4
1586865476892;1586865476415;18;0;2
1586865476913;1586865476415;18;0;4
1586865476938;1586865476414;17;0;3
1586865479679;1586865479546;19;0;2
1586865479696;1586865479545;19;0;3
1586865479716;1586865479546;19;0;4
1586865482879;1586865482733;19;0;2
1586865482900;1586865482733;19;0;4
1586865482917;1586865482732;18;0;3
1586865485932;1586865485824;19;0;2
1586865485958;1586865485824;19;0;3
1586865485979;1586865485825;19;0;4
1586865489032;1586865488908;19;0;2
1586865489052;1586865488907;19;0;3
1586865489076;1586865488908;19;0;4
1586865492627;1586865492067;18;0;2
1586865492642;1586865492068;18;0;4
1586865492661;1586865492066;17;0;3
1586865495384;1586865495208;18;0;2
1586865495403;1586865495208;19;0;3
1586865495426;1586865495209;19;0;4
1586865498500;1586865498286;19;0;2
1586865498517;1586865498285;19;0;3
1586865498531;1586865498286;19;0;4
1586865501542;1586865501329;18;0;2
1586865501561;1586865501329;19;0;3
1586865501586;1586865501329;19;0;4
1586865504701;1586865504458;19;0;2
1586865504718;1586865504458;19;0;3
1586865504732;1586865504458;19;0;4
1586865508279;1586865507610;18;0;2
1586865508300;1586865507612;18;0;4
1586865508317;1586865507609;17;0;3
1586865511070;1586865510857;19;0;2
1586865511087;1586865510857;19;0;3
1586865511104;1586865510858;19;0;4
1586865514174;1586865513936;19;0;2
1586865514188;1586865513936;19;0;3
1586865514211;1586865513937;19;0;4
1586865517332;1586865517049;19;0;2
1586865517355;1586865517048;19;0;3
1586865517377;1586865517049;19;0;4
1586865520469;1586865520236;19;0;2
1586865520502;1586865520235;18;0;3
1586865520836;1586865520236;19;0;4
1586865523647;1586865523343;18;0;3
1586865523969;1586865523344;18;0;2
1586865523987;1586865523345;18;0;4
1586865526634;1586865526310;19;0;2
1586865526652;1586865526310;19;0;4
1586865526674;1586865526309;18;0;3
1586865529671;1586865529400;19;0;2
1586865529699;1586865529399;19;0;3
1586865529719;1586865529400;19;0;4
1586865532706;1586865532409;19;0;2
1586865532725;1586865532408;19;0;3
1586865532747;1586865532409;19;0;4
1586865535608;1586865535584;19;0;2
1586865535627;1586865535584;19;0;3
1586865535643;1586865535585;19;0;4
1586865538793;1586865538706;18;0;3
1586865539143;1586865538707;18;0;2
1586865539159;1586865538708;18;0;4
1586865541931;1586865541867;19;0;2
1586865541949;1586865541866;19;0;3
1586865541971;1586865541868;19;0;4
1586865545106;1586865545036;19;0;2
1586865545131;1586865545036;19;0;3
1586865545152;1586865545037;19;0;4
1586865548179;1586865548102;19;0;2
1586865548199;1586865548101;19;0;3
1586865548227;1586865548101;19;0;4
1586865551310;1586865551202;19;0;2
1586865551332;1586865551202;19;0;3
1586865551349;1586865551201;19;0;4
1586865554465;1586865554312;18;0;3
1586865554801;1586865554311;17;0;2
1586865554823;1586865554310;17;0;4
1586865557535;1586865557417;19;0;2
1586865557556;1586865557418;19;0;3
1586865557578;1586865557417;18;0;4
1586865560697;1586865560550;18;0;2
1586865560717;1586865560551;19;0;3
1586865560734;1586865560550;19;0;4
1586865563789;1586865563653;19;0;2
1586865563804;1586865563654;19;0;3
1586865563826;1586865563653;19;0;4
1586865567022;1586865566852;19;0;2
1586865567038;1586865566853;19;0;3
1586865567056;1586865566852;19;0;4
1586865570194;1586865569961;18;0;3
1586865570552;1586865569959;18;0;2
1586865570574;1586865569957;18;0;4
1586865573291;1586865573152;19;0;2
1586865573314;1586865573152;19;0;3
1586865573333;1586865573151;19;0;4
1586865576289;1586865576143;19;0;2
1586865576307;1586865576143;19;0;3
1586865576333;1586865576142;19;0;4
1586865579523;1586865579291;19;0;2
1586865579545;1586865579291;18;0;4
1586865579561;1586865579291;18;0;3
1586865582447;1586865582328;19;0;2
1586865582467;1586865582328;19;0;3
1586865582486;1586865582328;19;0;4
1586865584088;1586865583916;18;0;3
1586865584273;1586865583916;17;0;2
1586865584291;1586865583916;18;0;4
1586865586516;1586865586273;19;0;2
1586865586535;1586865586273;19;0;3
1586865586550;1586865586273;19;0;4
1586865589640;1586865589407;19;0;2
1586865589671;1586865589407;18;0;3
1586865590022;1586865589407;19;0;4
1586865592858;1586865592600;18;0;2
1586865592878;1586865592601;19;0;3
1586865592894;1586865592600;19;0;4
1586865596123;1586865595822;19;0;2
1586865596141;1586865595823;19;0;3
1586865596157;1586865595822;18;0;4
1586865599301;1586865598949;18;0;3
1586865599643;1586865598948;18;0;2
1586865599668;1586865598947;17;0;4
1586865602460;1586865602149;19;0;2
1586865602483;1586865602150;19;0;3
1586865602504;1586865602149;19;0;4
1586865605592;1586865605312;19;0;2
1586865605615;1586865605312;18;0;4
1586865605639;1586865605313;18;0;3
1586865608710;1586865608417;19;0;2
1586865608726;1586865608418;19;0;3
1586865608745;1586865608417;19;0;4
1586865611530;1586865611511;19;0;3
1586865611815;1586865611511;19;0;2
1586865611831;1586865611510;19;0;4
1586865614760;1586865614686;18;0;3
1586865615097;1586865614680;18;0;2
1586865615123;1586865614679;18;0;4
1586865617790;1586865617754;19;0;2
1586865617804;1586865617755;19;0;3
1586865617827;1586865617754;19;0;4
1586865620870;1586865620827;19;0;2
1586865620892;1586865620827;19;0;3
1586865620911;1586865620827;18;0;4
1586865623954;1586865623912;19;0;2
1586865623973;1586865623913;19;0;3
1586865623988;1586865623913;19;0;4
1586865627098;1586865627007;19;0;2
1586865627119;1586865627007;19;0;3
1586865627142;1586865627007;19;0;4
1586865630234;1586865630093;18;0;3
1586865630553;1586865630094;18;0;2
1586865630577;1586865630095;18;0;4
1586865633277;1586865633155;18;0;2
1586865633299;1586865633154;19;0;3
1586865633316;1586865633156;18;0;4
1586865636435;1586865636284;19;0;2
1586865636454;1586865636283;19;0;3
1586865636472;1586865636284;19;0;4
1586865639577;1586865639421;17;0;2
1586865639596;1586865639420;19;0;3
1586865639612;1586865639421;19;0;4
1586865642793;1586865642623;19;0;2
1586865642813;1586865642622;19;0;3
1586865642832;1586865642623;18;0;4
1586865646305;1586865645729;18;0;2
1586865646326;1586865645730;18;0;4
1586865646342;1586865645728;17;0;3
1586865649177;1586865649007;19;0;2
1586865649194;1586865649007;19;0;3
1586865649211;1586865649008;18;0;4
1586865652280;1586865652116;18;0;2
1586865652298;1586865652115;19;0;3
1586865652320;1586865652116;19;0;4
1586865655330;1586865655181;19;0;2
1586865655350;1586865655181;19;0;3
1586865655371;1586865655181;19;0;4
1586865658428;1586865658237;19;0;2
1586865658444;1586865658236;19;0;3
1586865658463;1586865658237;19;0;4
1586865661553;1586865661326;18;0;3
1586865661871;1586865661326;18;0;2
1586865661888;1586865661327;18;0;4
1586865664669;1586865664419;19;0;2
1586865664690;1586865664419;19;0;3
1586865664708;1586865664420;19;0;4
1586865667820;1586865667554;18;0;2
1586865667836;1586865667554;19;0;4
1586865667853;1586865667554;18;0;3
1586865670862;1586865670607;19;0;2
1586865670888;1586865670606;19;0;3
1586865670911;1586865670607;19;0;4
1586865673989;1586865673733;19;0;2
1586865674008;1586865673733;19;0;3
1586865674031;1586865673733;17;0;4
1586865677449;1586865676769;18;0;2
1586865677472;1586865676770;17;0;4
1586865677496;1586865676769;17;0;3
1586865680159;1586865679870;19;0;2
1586865680183;1586865679870;19;0;3
1586865680209;1586865679870;19;0;4
1586865683297;1586865682957;19;0;2
1586865683322;1586865682958;19;0;3
1586865683342;1586865682958;18;0;4
1586865686425;1586865686097;19;0;2
1586865686441;1586865686097;19;0;3
1586865686458;1586865686097;18;0;4
1586865689265;1586865689248;19;0;3
1586865689583;1586865689249;19;0;2
1586865689602;1586865689249;19;0;4
1586865692386;1586865692293;18;0;3
1586865692724;1586865692295;18;0;2
1586865692742;1586865692296;18;0;4
1586865695228;1586865695182;19;0;2
1586865695246;1586865695182;19;0;3
1586865695265;1586865695183;19;0;4
1586865698293;1586865698255;19;0;2
1586865698307;1586865698255;19;0;3
1586865698324;1586865698256;19;0;4
1586865701131;1586865701051;19;0;2
1586865701153;1586865701051;19;0;3
1586865701178;1586865701052;19;0;4
1586865704053;1586865703981;19;0;2
1586865704074;1586865703981;19;0;3
1586865704099;1586865703982;19;0;4
1586865707003;1586865706545;18;0;2
1586865707020;1586865706544;17;0;4
1586865707043;1586865706546;17;0;3
1586865709762;1586865709661;19;0;2
1586865709779;1586865709662;19;0;3
1586865709795;1586865709661;19;0;4
1586865712384;1586865712278;19;0;2
1586865712406;1586865712278;19;0;3
1586865712428;1586865712278;19;0;4
1586865715190;1586865715081;19;0;2
1586865715211;1586865715082;19;0;3
1586865715228;1586865715081;19;0;4
1586865718223;1586865718045;18;0;2
1586865718245;1586865718045;19;0;3
1586865718268;1586865718044;18;0;4
1586865721430;1586865721193;18;0;3
1586865721739;1586865721192;17;0;2
1586865721761;1586865721191;18;0;4
1586865724442;1586865724258;19;0;2
1586865724461;1586865724258;19;0;3
1586865724480;1586865724258;19;0;4
1586865727418;1586865727247;19;0;2
1586865727432;1586865727247;19;0;4
1586865727447;1586865727248;18;0;3
1586865730485;1586865730259;19;0;2
1586865730507;1586865730259;19;0;3
1586865730527;1586865730258;18;0;4
1586865733467;1586865733278;19;0;2
1586865733508;1586865733279;18;0;3
1586865733802;1586865733278;18;0;4
1586865736383;1586865736146;18;0;3
1586865736689;1586865736145;18;0;2
1586865736705;1586865736144;18;0;4
1586865739346;1586865739129;19;0;2
1586865739365;1586865739129;19;0;3
1586865739383;1586865739129;18;0;4
1586865742333;1586865742094;19;0;2
1586865742358;1586865742094;19;0;3
1586865742382;1586865742093;18;0;4
1586865745542;1586865745262;19;0;2
1586865745568;1586865745262;19;0;3
1586865745585;1586865745261;18;0;4
1586865748536;1586865748261;19;0;2
1586865748554;1586865748261;19;0;3
1586865748575;1586865748260;19;0;4
1586865751758;1586865751412;18;0;3
1586865752107;1586865751411;18;0;2
1586865752121;1586865751410;18;0;4
1586865754816;1586865754509;18;0;2
1586865754836;1586865754509;19;0;3
1586865754854;1586865754509;19;0;4
1586865758040;1586865757751;19;0;2
1586865758063;1586865757751;19;0;3
1586865758084;1586865757750;19;0;4
1586865761257;1586865760962;19;0;2
1586865761283;1586865760962;19;0;4
1586865761303;1586865760963;18;0;3
