rec;send;queue;id_1;id_2
1586950848636;1586950846595;19;0;12
1586950849786;1586950846592;19;0;15
1586950851078;1586950846591;19;0;14
1586950852310;1586950846592;19;0;11
1586950860081;1586950859460;18;0;4
1586950860166;1586950859457;18;0;5
1586950860208;1586950859461;17;0;6
1586950861393;1586950859457;18;0;3
1586950861466;1586950859461;18;0;2
1586950861515;1586950859455;18;0;9
1586950861644;1586950859460;18;0;8
1586950861684;1586950859459;18;0;13
1586950861825;1586950859456;18;0;7
1586950864497;1586950859462;18;0;10
1586950864554;1586950859462;18;0;12
1586950871079;1586950859458;18;0;14
1586950872425;1586950859455;18;0;11
1586950873775;1586950873543;19;0;3
1586950873854;1586950873546;18;0;2
1586950873927;1586950873546;19;0;5
1586950874069;1586950873545;19;0;9
1586950874115;1586950859459;18;0;15
1586950874178;1586950873545;19;0;4
1586950874227;1586950873547;17;0;6
1586950874278;1586950873546;19;0;8
1586950874326;1586950873542;19;0;7
1586950875554;1586950873545;19;0;13
1586950875662;1586950873544;19;0;10
1586950875725;1586950873547;18;0;12
1586950876893;1586950873544;19;0;15
1586950878209;1586950873543;19;0;14
1586950879574;1586950873544;19;0;11
1586950887306;1586950887040;19;0;3
1586950887380;1586950887039;19;0;2
1586950887454;1586950887042;19;0;5
1586950887580;1586950887042;19;0;9
1586950887642;1586950887045;19;0;6
1586950887719;1586950887045;19;0;4
1586950887776;1586950887041;19;0;12
1586950887820;1586950887043;19;0;8
1586950887868;1586950887044;19;0;7
1586950889013;1586950887040;19;0;3
1586950889073;1586950887044;19;0;13
1586950889167;1586950887040;19;0;10
1586950890354;1586950887041;19;0;14
1586950891879;1586950887042;19;0;15
1586950893202;1586950887043;19;0;11
1586950900879;1586950900539;19;0;2
1586950900953;1586950900538;19;0;5
1586950901061;1586950900540;19;0;6
1586950901140;1586950900537;19;0;9
1586950901192;1586950900540;19;0;13
1586950901268;1586950900539;19;0;4
1586950901302;1586950900534;19;0;12
1586950901340;1586950900537;19;0;8
1586950901383;1586950900538;19;0;7
1586950902543;1586950900540;18;0;3
1586950902664;1586950900537;19;0;10
1586950903974;1586950900535;19;0;14
1586950905304;1586950900535;19;0;15
1586950906753;1586950900536;19;0;11
1586950914464;1586950914080;19;0;3
1586950914541;1586950914084;19;0;2
1586950914613;1586950914079;19;0;5
1586950914734;1586950914082;19;0;9
1586950914791;1586950914079;19;0;6
1586950914859;1586950914083;19;0;4
1586950914918;1586950914083;19;0;12
1586950914978;1586950914080;19;0;8
1586950915023;1586950914081;19;0;7
1586950916219;1586950914082;19;0;13
1586950916303;1586950914083;19;0;14
1586950917653;1586950914079;19;0;10
1586950917705;1586950914082;19;0;15
1586950919045;1586950914081;19;0;11
1586950928134;1586950927213;18;0;4
1586950928329;1586950927205;17;0;6
1586950928360;1586950927214;17;0;5
1586950929503;1586950927207;18;0;3
1586950929652;1586950927214;18;0;2
1586950929750;1586950927212;18;0;9
1586950929916;1586950927206;17;0;8
1586950929971;1586950927210;17;0;13
1586950931648;1586950927210;18;0;11
1586950931720;1586950927209;18;0;7
1586950933147;1586950927206;18;0;10
1586950934505;1586950927213;17;0;12
1586950936998;1586950927211;18;0;15
1586950938026;1586950927212;17;0;14
1586950941312;1586950940851;19;0;3
1586950941404;1586950940852;15;0;2
1586950941477;1586950940850;19;0;5
1586950941558;1586950940850;19;0;6
1586950941664;1586950940852;19;0;9
1586950941713;1586950940851;19;0;13
1586950941762;1586950940852;18;0;4
1586950941809;1586950940851;19;0;7
1586950941855;1586950940850;19;0;8
1586950942796;1586950940850;19;0;10
1586950942840;1586950940852;19;0;14
1586950943865;1586950940851;18;0;15
1586950946591;1586950940852;18;0;12
1586950948045;1586950940852;18;0;12
1586950950788;1586950940851;19;0;11
1586950954814;1586950954265;19;0;3
1586950954884;1586950954269;18;0;2
1586950954955;1586950954264;19;0;5
1586950955083;1586950954267;18;0;9
1586950955146;1586950954264;15;0;6
1586950955212;1586950954268;19;0;4
1586950955256;1586950954268;19;0;12
1586950955300;1586950954265;19;0;8
1586950955335;1586950954266;19;0;7
1586950956495;1586950954266;19;0;13
1586950956596;1586950954265;19;0;10
1586950956661;1586950954267;19;0;14
1586950959182;1586950954267;19;0;15
1586950960471;1586950954266;19;0;11
1586950967104;1586950966545;19;0;3
1586950967191;1586950966547;19;0;2
1586950967275;1586950966544;19;0;5
1586950967416;1586950966546;19;0;9
1586950967472;1586950966547;19;0;12
1586950967532;1586950966546;19;0;4
1586950967586;1586950966544;13;0;6
1586950967629;1586950966545;19;0;8
1586950967682;1586950966545;18;0;7
1586950968848;1586950966546;19;0;13
1586950968963;1586950966544;19;0;10
1586950969007;1586950966546;19;0;14
1586950970260;1586950966546;19;0;15
1586950971572;1586950966545;19;0;11
1586950980544;1586950979996;18;0;3
1586950980623;1586950979998;19;0;2
1586950980733;1586950979995;19;0;5
1586950980846;1586950979997;19;0;9
1586950980893;1586950979995;15;0;6
1586950980956;1586950979998;18;0;4
1586950980998;1586950979998;19;0;12
1586950981053;1586950979996;19;0;8
1586950981098;1586950979996;19;0;7
1586950982258;1586950979997;19;0;13
1586950982388;1586950979995;19;0;10
1586950982434;1586950979997;19;0;14
1586950982476;1586950979995;19;0;10
1586950983510;1586950979997;19;0;15
1586950984743;1586950979996;19;0;11
1586950986250;1586950979996;19;0;11
1586950993616;1586950992392;18;0;5
1586950994879;1586950992394;18;0;3
1586950994952;1586950992399;18;0;2
1586950995023;1586950992397;18;0;4
1586950995155;1586950992396;18;0;9
1586950995249;1586950992393;18;0;8
1586950995389;1586950992392;16;0;6
1586950996556;1586950992394;17;0;7
1586950996681;1586950992395;17;0;11
1586950996726;1586950992395;18;0;13
1586950998092;1586950992393;16;0;10
1586950999420;1586950992398;18;0;12
1586951002050;1586950992397;18;0;14
1586951004481;1586950992396;18;0;15
1586951007052;1586951006237;19;0;3
1586951007120;1586951006237;19;0;7
1586951007199;1586951006240;19;0;4
1586951007311;1586951006239;19;0;9
1586951007361;1586951006234;19;0;6
1586951007426;1586951006235;18;0;5
1586951007462;1586951006241;17;0;12
1586951007497;1586951006236;19;0;8
1586951007540;1586951006241;14;0;2
1586951008627;1586951006238;19;0;13
1586951008740;1586951006236;19;0;10
1586951008793;1586951006240;19;0;14
1586951008844;1586951006236;19;0;10
1586951010118;1586951006240;19;0;14
1586951011488;1586951006238;19;0;11
1586951012755;1586951006239;19;0;15
1586951020314;1586951019542;19;0;3
1586951020396;1586951019546;17;0;2
1586951020470;1586951019541;19;0;5
1586951020591;1586951019544;19;0;9
1586951020639;1586951019541;16;0;6
1586951020702;1586951019545;19;0;4
1586951020756;1586951019545;19;0;12
1586951020805;1586951019542;19;0;8
1586951020843;1586951019543;19;0;7
1586951022026;1586951019543;19;0;13
1586951022161;1586951019541;19;0;10
1586951022206;1586951019545;19;0;14
1586951023525;1586951019544;19;0;15
1586951024836;1586951019543;18;0;11
1586951034044;1586951033192;18;0;3
1586951034117;1586951033195;19;0;2
1586951034180;1586951033191;19;0;5
1586951034312;1586951033194;19;0;9
1586951034372;1586951033190;17;0;6
1586951034437;1586951033194;19;0;4
1586951034489;1586951033195;19;0;12
1586951034532;1586951033192;19;0;8
1586951035729;1586951033193;18;0;7
1586951035846;1586951033191;19;0;10
1586951035898;1586951033194;19;0;14
1586951035947;1586951033193;19;0;13
1586951037164;1586951033194;19;0;15
1586951039900;1586951033193;19;0;11
1586951047832;1586951046953;19;0;3
1586951047902;1586951046955;18;0;2
1586951047960;1586951046953;19;0;5
1586951048054;1586951046953;19;0;6
1586951048116;1586951046954;19;0;9
1586951048166;1586951046954;18;0;13
1586951048237;1586951046955;19;0;4
1586951048286;1586951046955;17;0;12
1586951048330;1586951046953;18;0;8
1586951048368;1586951046954;19;0;7
1586951049277;1586951046953;19;0;10
1586951049309;1586951046955;19;0;14
1586951050496;1586951046954;17;0;15
1586951051774;1586951046954;19;0;11
1586951061916;1586951060300;18;0;2
1586951061965;1586951060286;17;0;5
1586951063111;1586951060288;17;0;3
1586951063189;1586951060289;17;0;7
1586951063255;1586951060296;18;0;4
1586951063453;1586951060294;17;0;9
1586951063555;1586951060287;18;0;8
1586951064937;1586951060285;17;0;6
1586951065101;1586951060290;17;0;11
1586951065155;1586951060291;18;0;13
1586951066407;1586951060288;17;0;3
1586951066548;1586951060286;18;0;10
1586951069412;1586951060298;18;0;12
1586951071829;1586951060295;18;0;14
1586951072957;1586951060292;18;0;15
1586951075767;1586951074741;19;0;3
1586951075849;1586951074745;16;0;2
1586951075914;1586951074745;19;0;5
1586951076034;1586951074743;19;0;9
1586951076089;1586951074740;19;0;6
1586951076136;1586951074744;19;0;4
1586951076187;1586951074741;19;0;7
1586951076229;1586951074741;19;0;8
1586951076272;1586951074742;19;0;13
1586951077509;1586951074740;18;0;10
1586951077555;1586951074745;19;0;12
1586951078939;1586951074744;19;0;14
1586951080376;1586951074743;19;0;15
1586951081743;1586951074742;19;0;11
1586951089869;1586951088796;18;0;3
1586951089936;1586951088799;18;0;2
1586951089987;1586951088795;19;0;5
1586951090117;1586951088798;19;0;9
1586951090166;1586951088795;18;0;6
1586951090225;1586951088799;19;0;4
1586951090270;1586951088799;19;0;12
1586951090308;1586951088796;18;0;8
1586951090352;1586951088797;18;0;7
1586951091589;1586951088797;19;0;11
1586951091637;1586951088796;19;0;10
1586951091697;1586951088798;19;0;13
1586951093008;1586951088796;18;0;3
1586951093129;1586951088798;19;0;15
1586951094547;1586951088798;18;0;14
1586951104045;1586951102923;19;0;3
1586951104122;1586951102923;19;0;7
1586951104193;1586951102921;19;0;5
1586951104277;1586951102920;16;0;6
1586951104344;1586951102925;19;0;9
1586951104385;1586951102925;19;0;13
1586951104459;1586951102926;19;0;4
1586951104509;1586951102927;19;0;12
1586951104550;1586951102922;19;0;8
1586951104588;1586951102927;18;0;2
1586951105851;1586951102921;18;0;10
1586951105893;1586951102926;19;0;14
1586951107276;1586951102925;19;0;15
1586951108585;1586951102924;19;0;11
1586951117915;1586951116779;19;0;3
1586951117998;1586951116782;18;0;2
1586951118067;1586951116781;19;0;4
1586951118192;1586951116780;19;0;9
1586951118240;1586951116777;17;0;6
1586951118286;1586951116777;18;0;5
1586951118323;1586951116779;19;0;7
1586951118355;1586951116778;19;0;8
1586951118396;1586951116780;19;0;13
1586951119727;1586951116778;19;0;10
1586951119816;1586951116778;19;0;10
1586951119887;1586951116782;19;0;12
1586951121188;1586951116780;18;0;15
1586951123946;1586951116779;19;0;11
1586951125218;1586951116781;18;0;14
1586951132391;1586951130662;18;0;9
1586951132491;1586951130652;18;0;5
1586951133750;1586951130665;18;0;2
1586951133819;1586951130663;17;0;4
1586951133979;1586951130654;17;0;8
1586951134017;1586951130660;18;0;13
1586951134172;1586951130650;17;0;6
1586951135408;1586951130657;18;0;7
1586951135580;1586951130659;18;0;11
1586951137040;1586951130663;17;0;14
1586951137084;1586951130653;18;0;10
1586951138500;1586951130655;17;0;3
1586951139993;1586951130664;17;0;12
1586951144089;1586951130661;17;0;15
1586951146873;1586951145522;18;0;3
1586951146971;1586951145527;17;0;2
1586951147053;1586951145526;19;0;4
1586951147140;1586951145520;17;0;6
1586951147203;1586951145525;18;0;9
1586951147251;1586951145524;18;0;13
1586951147328;1586951145522;18;0;8
1586951147373;1586951145527;18;0;12
1586951147410;1586951145520;17;0;5
1586951147446;1586951145525;19;0;7
1586951148780;1586951145521;19;0;10
1586951148820;1586951145527;18;0;12
1586951150183;1586951145526;19;0;14
1586951154434;1586951145524;18;0;15
1586951155851;1586951145523;19;0;11
1586951160158;1586951160130;18;0;2
1586951160217;1586951160125;19;0;5
1586951160262;1586951160124;19;0;6
1586951161508;1586951160127;19;0;3
1586951161595;1586951160127;19;0;7
1586951161663;1586951160129;19;0;4
1586951161781;1586951160128;19;0;9
1586951161833;1586951160125;19;0;13
1586951161901;1586951160126;19;0;8
1586951163178;1586951160129;19;0;12
1586951163228;1586951160126;19;0;10
1586951163295;1586951160126;19;0;10
1586951166018;1586951160128;19;0;15
1586951167401;1586951160128;19;0;14
1586951168782;1586951160127;19;0;11
1586951173937;1586951173863;18;0;2
1586951174021;1586951173857;18;0;5
1586951174077;1586951173862;18;0;6
1586951174133;1586951173863;19;0;4
1586951174176;1586951173860;19;0;13
1586951174216;1586951173863;19;0;4
1586951175272;1586951173859;19;0;3
1586951175335;1586951173859;19;0;7
1586951175424;1586951173858;19;0;8
1586951175564;1586951173861;19;0;9
1586951175668;1586951173858;19;0;12
1586951175708;1586951173858;19;0;10
1586951176939;1586951173860;19;0;11
1586951179624;1586951173861;19;0;15
1586951180983;1586951173862;19;0;14
1586951187817;1586951187741;19;0;3
1586951187899;1586951187739;19;0;2
1586951187973;1586951187741;19;0;5
1586951188126;1586951187742;19;0;9
1586951188190;1586951187740;19;0;6
1586951188238;1586951187740;19;0;4
1586951188295;1586951187742;19;0;7
1586951188342;1586951187739;19;0;8
1586951188389;1586951187743;19;0;13
1586951189748;1586951187738;19;0;10
1586951189793;1586951187738;19;0;12
1586951195165;1586951187737;19;0;14
1586951196501;1586951187743;19;0;15
1586951197854;1586951187742;19;0;11
1586951202343;1586951201616;18;0;5
1586951202385;1586951201610;18;0;2
1586951203744;1586951201615;18;0;3
1586951203810;1586951201617;18;0;7
1586951203864;1586951201612;18;0;4
1586951203950;1586951201618;18;0;9
1586951204076;1586951201611;18;0;8
1586951204226;1586951201605;17;0;6
1586951205361;1586951201620;18;0;13
1586951205607;1586951201619;18;0;11
1586951206962;1586951201608;18;0;10
1586951211131;1586951201607;17;0;12
1586951212430;1586951201614;18;0;14
1586951213696;1586951201613;18;0;15
1586951216296;1586951216119;19;0;3
1586951216361;1586951216117;16;0;2
1586951216419;1586951216119;18;0;5
1586951216528;1586951216120;19;0;9
1586951216582;1586951216117;16;0;6
1586951216627;1586951216117;19;0;4
1586951216670;1586951216120;19;0;7
1586951216713;1586951216117;19;0;8
1586951216770;1586951216119;19;0;13
1586951218172;1586951216118;19;0;10
1586951218244;1586951216118;19;0;10
1586951218285;1586951216118;19;0;12
1586951219512;1586951216118;19;0;15
1586951220928;1586951216118;19;0;14
1586951222393;1586951216118;19;0;14
1586951223730;1586951216119;19;0;11
1586951230514;1586951230250;19;0;3
1586951230606;1586951230250;16;0;2
1586951230684;1586951230251;19;0;5
1586951230806;1586951230249;19;0;9
1586951230861;1586951230247;13;0;6
1586951230919;1586951230245;19;0;4
1586951231005;1586951230249;19;0;8
1586951231050;1586951230247;19;0;7
1586951232334;1586951230246;19;0;13
1586951232430;1586951230245;19;0;10
1586951233706;1586951230247;19;0;14
1586951234643;1586951230248;18;0;12
1586951235913;1586951230246;19;0;15
1586951241297;1586951230248;19;0;11
1586951242671;1586951242340;19;0;3
1586951242754;1586951242340;19;0;2
1586951242830;1586951242342;19;0;5
1586951242935;1586951242342;19;0;9
1586951242997;1586951242340;8;0;6
1586951243063;1586951242342;19;0;4
1586951243105;1586951242341;19;0;12
1586951243147;1586951242343;19;0;8
1586951243198;1586951242342;19;0;7
1586951244402;1586951242341;19;0;13
1586951244503;1586951242340;19;0;10
1586951244556;1586951242341;19;0;14
1586951248650;1586951242341;19;0;15
1586951248724;1586951242341;19;0;11
1586951250057;1586951242341;19;0;11
1586951250127;1586951242341;19;0;11
1586951251440;1586951242341;19;0;11
1586951256515;1586951256112;19;0;3
1586951256599;1586951256108;11;0;2
1586951256671;1586951256113;19;0;5
1586951256790;1586951256109;19;0;9
1586951256860;1586951256113;14;0;6
1586951256935;1586951256109;19;0;4
1586951256976;1586951256108;18;0;12
1586951257014;1586951256112;19;0;8
1586951257062;1586951256111;19;0;7
1586951258275;1586951256110;19;0;13
1586951258359;1586951256112;18;0;10
1586951258403;1586951256111;19;0;11
1586951259750;1586951256110;19;0;15
1586951261051;1586951256109;18;0;14
1586951270894;1586951269862;18;0;5
1586951272186;1586951269860;18;0;3
1586951272434;1586951269856;17;0;9
1586951272542;1586951269854;17;0;4
1586951272635;1586951269860;17;0;8
1586951273993;1586951269852;7;0;2
1586951274092;1586951269858;18;0;11
1586951274309;1586951269862;17;0;6
